image_name,confidence_value,IoU_value
IMG_20180719_144127.jpg,0.6503041386604309,0
IMG_20180725_122619.jpg,0.34938618540763855,0
IMG_20180725_122619.jpg,0.3120577037334442,0
IMG_20180721_090927.jpg,0.0,0
IMG_20100101_030359.jpg,0.2783060371875763,0
IMG_20100101_033207.jpg,0.0,0
IMG_20180725_122527.jpg,0.0,0
IMG_20180723_145353.jpg,0.5330495834350586,0
IMG_1246.jpg,0.6321060657501221,0
IMG_20180721_091455.jpg,0.31544235348701477,0
IMG_20180723_124655.jpg,0.5288937091827393,0
IMG_20180723_124655.jpg,0.31589630246162415,0
IMG_20180723_124655.jpg,0.3148256540298462,0
IMG_20180723_123154.jpg,0.31496506929397583,0
IMG_20180724_123530.jpg,0.0,0
IMG_20180721_090151.jpg,0.0,0
IMG_20180719_124828.jpg,0.3198919892311096,0
IMG_20180724_121924.jpg,0.43740585446357727,0
IMG_20180724_121924.jpg,0.35616281628608704,0
IMG_20180724_123732.jpg,0.0,0
IMG_1243.jpg,0.6819785237312317,0
IMG_20180810_093330.jpg,0.771431028842926,0
IMG_20180721_090612.jpg,0.0,0
IMG_20180725_113855.jpg,0.0,0
IMG_20100101_033117.jpg,0.3473782539367676,0
IMG_20180723_145326.jpg,0.0,0
IMG_20180724_122525.jpg,0.540251612663269,0
IMG_20100101_033113.jpg,0.0,0
IMG_20180724_123854.jpg,0.4309671223163605,0
IMG_20180720_142545.jpg,0.0,0
IMG_20180721_091732.jpg,0.5753282904624939,0
IMG_20180723_123340.jpg,0.620852530002594,0
IMG_20180723_123340.jpg,0.3375353515148163,0
IMG_20180723_123340.jpg,0.29816997051239014,0
IMG_1262.jpg,0.0,0
IMG_20180725_122625.jpg,0.2544734477996826,0
IMG_20180713_111439.jpg,0.5328076481819153,0
IMG_20180713_111439.jpg,0.2808884084224701,0
IMG_20180713_111439.jpg,0.25252437591552734,0
IMG_20180721_090501.jpg,0.43981432914733887,0
IMG_20180721_090501.jpg,0.3981924057006836,0
IMG_20180721_090501.jpg,0.26377061009407043,0
IMG_20180721_090501.jpg,0.2609320878982544,0
IMG_20180724_124449.jpg,0.0,0
IMG_20100101_021624.jpg,0.4415695369243622,0
IMG_20100101_031805.jpg,0.4342759847640991,0
IMG_20180714_102857.jpg,0.0,0
IMG_20180810_092957.jpg,0.36793380975723267,0
IMG_20180810_092957.jpg,0.35629257559776306,0
IMG_20100101_032102.jpg,0.47048723697662354,0
IMG_20100101_032102.jpg,0.39696240425109863,0
IMG_20100101_032102.jpg,0.2583039104938507,0
IMG_20180811_083847.jpg,0.4089490473270416,0
IMG_20180724_125116.jpg,0.3130766749382019,0
